window_start,window_end,feature,method,statistic,threshold,alert,p_value,effect_size,n_reference,n_window
2015-02-18 09:22:38,2015-02-18 10:22:38,packets_ratio,wasserstein,0.205016,0.1,True,,11.890948,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,packets_ratio,psi,0.813143,0.2,True,,0.813143,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,packets_ratio,cusum,345.223808,8.544629,True,,1.579401,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,duration_log1p,ks,0.393467,0.004256,True,0.0,0.393467,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,duration_log1p,wasserstein,0.099392,0.1,True,,0.396625,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,duration_log1p,psi,0.80911,0.2,True,,0.80911,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,duration_log1p,cusum,0.0,8.544629,False,,0.194818,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,packets_log1p,ks,0.396492,0.004256,True,0.0,0.396492,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,packets_log1p,wasserstein,1.015939,0.1,True,,0.431094,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,packets_log1p,psi,1.096457,0.2,True,,1.096457,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,packets_log1p,cusum,65.622401,8.544629,True,,0.694805,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,bytes_log1p,ks,0.392133,0.004256,True,0.0,0.392133,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,bytes_log1p,wasserstein,1.472012,0.1,True,,0.411014,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,bytes_log1p,psi,0.820458,0.2,True,,0.820458,1270025,165164
2015-02-18 09:22:38,2015-02-18 10:22:38,bytes_log1p,cusum,59.511619,8.544629,True,,0.675207,1270025,165164
2015-02-18 10:22:38,2015-02-18 11:22:38,flow_duration,ks,0.066526,0.005612,True,0.0,0.066526,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,flow_duration,wasserstein,0.106397,0.1,True,,0.372921,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,flow_duration,psi,0.043528,0.2,False,,0.043528,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,flow_duration,cusum,0.0,7.67004,False,,0.001051,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_packets,ks,0.061347,0.005612,True,1.849e-275,0.061347,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_packets,wasserstein,10.45802,0.1,True,,0.121605,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_packets,psi,0.056483,0.2,False,,0.056483,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_packets,cusum,0.0,7.67004,False,,0.04856,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_bytes,ks,0.073812,0.005612,True,0.0,0.073812,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_bytes,wasserstein,6209.36289,0.1,True,,0.213439,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_bytes,psi,0.044971,0.2,False,,0.044971,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,total_bytes,cusum,0.0,7.67004,False,,0.028347,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_packets,ks,0.05432,0.005612,True,5.124e-216,0.05432,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_packets,wasserstein,4.245935,0.1,False,,0.088457,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_packets,psi,0.016488,0.2,False,,0.016488,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_packets,cusum,0.0,7.67004,False,,0.049253,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_packets,ks,0.076859,0.005612,True,0.0,0.076859,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_packets,wasserstein,6.396439,0.1,True,,0.145374,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_packets,psi,0.068544,0.2,False,,0.068544,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_packets,cusum,0.0,7.67004,False,,0.045993,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_bytes,ks,0.073801,0.005612,True,0.0,0.073801,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_bytes,wasserstein,963.236607,0.1,True,,0.28264,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_bytes,psi,0.021474,0.2,False,,0.021474,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,forward_bytes,cusum,0.0,7.67004,False,,0.006304,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_bytes,ks,0.078786,0.005612,True,0.0,0.078786,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_bytes,wasserstein,6054.73441,0.1,True,,0.305609,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_bytes,psi,0.061797,0.2,False,,0.061797,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,backward_bytes,cusum,0.0,7.67004,False,,0.031366,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packet_rate,ks,0.062556,0.005612,True,2.068e-286,0.062556,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packet_rate,wasserstein,24562.089801,0.1,True,,5.918716,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packet_rate,psi,0.039732,0.2,False,,0.039732,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packet_rate,cusum,12.348298,7.67004,True,,0.194292,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,byte_rate,ks,0.061079,0.005612,True,4.64e-273,0.061079,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,byte_rate,wasserstein,3274847.439319,0.1,True,,3.345488,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,byte_rate,psi,0.038958,0.2,False,,0.038958,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,byte_rate,cusum,8.503138,7.67004,True,,0.204333,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,mean_packet_size,ks,0.044326,0.005612,True,5.845e-144,0.044326,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,mean_packet_size,wasserstein,12.08387,0.1,False,,0.039955,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,mean_packet_size,psi,0.037185,0.2,False,,0.037185,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,mean_packet_size,cusum,0.0,7.67004,False,,0.047575,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_per_packet,ks,0.044326,0.005612,True,5.845e-144,0.044326,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_per_packet,wasserstein,12.08387,0.1,False,,0.039955,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_per_packet,psi,0.037185,0.2,False,,0.037185,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_per_packet,cusum,0.0,7.67004,False,,0.047575,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_ratio,ks,0.082551,0.005612,True,0.0,0.082551,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_ratio,wasserstein,0.051859,0.1,True,,0.108574,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_ratio,psi,0.037876,0.2,False,,0.037876,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_ratio,cusum,5.630022,7.67004,False,,0.176604,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_ratio,ks,0.094447,0.005612,True,0.0,0.094447,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_ratio,wasserstein,0.037268,0.1,True,,2.16152,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_ratio,psi,0.06515,0.2,False,,0.06515,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_ratio,cusum,14.859232,7.67004,True,,0.284461,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,duration_log1p,ks,0.066526,0.005612,True,0.0,0.066526,1270025,90018
